id,predicted_income,gender,salary_mismatch_ratio,turn_cur_cr_avg_act_v2,incomeValue,salary_6to12m_avg,hdb_bki_total_cc_max_limit,limit_to_salary,hdb_bki_total_max_limit,hdb_bki_total_pil_max_limit,age,turn_cur_db_avg_act_v2,per_capita_income_rur_amt,hdb_bki_active_cc_max_limit,salary_mismatch,dp_ils_paymentssum_avg_12m
18624,99257.96051084112,0.0811357645401927,0.0512647821022787,0.1785446366924882,-0.0291608467647177,-0.0190809430888402,-0.0224385316137122,-0.0118346735533207,-0.0195196825810689,-0.0219318277630143,0.01943910884595,0.0664088298273474,-0.0125921777861478,-0.0086053166346536,-0.0154102800112826,-0.0059767090950101
61759,48038.77354014628,-0.105362469097641,0.0312897329061535,-0.0272853367268441,-0.0389044319415757,-0.023334553240272,-0.011095574159941,-0.022822028522924,-0.0165986344060657,-0.0223165352602229,0.0181848094181024,-0.0134373069938256,-0.0217526302333747,-0.0177351117275913,-0.0150990313678647,-0.0074583929533686
122195,47044.50404300178,-0.1053051053952646,0.0313110099923566,-0.0277396908449938,-0.0417148059099352,-0.0245545239365958,-0.0306643096121869,-0.0229511842990142,-0.0204984764279304,-0.0280362859062714,0.0145319688630543,-0.0145555772093582,0.0732287777372839,-0.0180835297420103,-0.0148102070277646,-0.0069332834547004
59190,208915.6237823014,-0.0577312174569865,0.0742572792844643,0.1377546978859994,0.1075687705579816,0.4006672953315616,-0.0159822988376855,-0.0060441393532779,-0.0320764952893161,-0.0220613910844651,0.0146546844854861,0.0321737608658901,-0.013324914339964,-0.0079348556451457,0.189716965015088,-0.0007271333960474
65992,45696.80222581554,0.0813507197616453,0.037563946070834,-0.0515438248851838,-0.0307225610534407,-0.0259595281419004,-0.0321213219527428,-0.0256160581928222,-0.0222087728348396,-0.0252275197577005,-0.0442992396801309,-0.0182006461073528,0.0576202727389934,-0.0167892414429243,-0.0162105252945881,-0.0071088739028974
102244,45926.27696285245,0.0836481734274619,0.03749905106056,0.0029210909232227,-0.027660940147716,-0.0281076596983744,-0.0301798497944529,-0.017208893996122,-0.021214326394348,-0.0243632668144608,0.0061844243218901,-0.0104985209551212,-0.0157269964283322,-0.0147610096204255,-0.0177675652571851,-0.0091084696469395
57461,60097.60092176648,0.0519352614643015,-0.0770904544063135,0.0069528976532577,-0.0158535880632993,0.0060478245731248,-0.0152380455649485,-0.0118287884244811,-0.0128282726058922,-0.0159985530980941,0.0130530296818121,-0.0046688381636715,-0.006647496052948,-0.0086836147772116,0.037524257768295,-0.0145956385420605
52709,36953.17790989005,-0.0811295137731406,0.0073027373663478,-0.0473997751221422,-0.0275011925983081,-0.0301017394805551,-0.0277480662559855,-0.0182459062137543,-0.0195902747368278,-0.0216671417038862,-0.0129002208913169,-0.019496933661459,-0.0193744906783676,-0.0140701235388699,-0.0186317365422041,-0.0166073423709128
29977,45415.264240463875,-0.1055310006789625,0.0344335231930108,-0.0506488673603897,-0.0368565464095453,-0.0251659302841659,-0.0325925771412095,0.0503258934529992,0.0430691152986374,-0.0297163461045823,-0.0370792764330723,-0.0117868016672234,-0.0246654352014793,-0.0177555068676837,-0.0166924091623083,-0.0074249124949768
137317,46068.971556278,-0.1023037358302511,0.0317233176731779,-0.0276006578459566,-0.0407613664419022,-0.0239017474258978,-0.0315817957277016,-0.0280824727903233,-0.0213774375544413,-0.0285393018458684,0.0295608094970705,-0.0128219580938398,-0.0273207261796181,-0.0182251269281927,-0.0154745435735141,-0.0074537303123009
85931,36393.4864765846,-0.0862199499859567,0.0275989070846845,-0.0531894900758876,-0.0370008833616339,-0.0267384688407973,-0.0296682739631836,0.0243077759325012,-0.021612209883846,-0.0274353931601589,0.0236622581196239,-0.0191140217423253,-0.0244453563178236,-0.0168670964019566,-0.016994568999908,-0.0076013388345465
38407,53985.45297778741,-0.0734002998644686,0.0337169745157416,-0.0486844938134956,0.0758858681902097,-0.024872619569399,-0.0283321084476385,0.0103261821375554,-0.0206752827051014,-0.0262248706830653,-0.0556184754369511,-0.0218185505981706,-0.0245643531925585,-0.0154550490641891,-0.0153171518157491,-0.0065438813459627
117691,69420.12796727673,0.0929851652112324,0.052429056450077,-0.032974731250998,-0.0314593172557775,-0.0209644092449298,-0.0270707759881768,0.0780668475683649,0.0520219494862389,-0.0063553909748949,0.0297828106466045,-0.017987306020925,0.0631512807500354,-0.014548960386021,-0.0131072720042915,-0.0056317811241126
5738,47786.66445471045,-0.1068403612054399,0.0305298010114198,-0.0279358439446379,-0.0398439401633405,-0.0236535045982256,-0.0316110033633111,-0.0270289295203255,-0.0214069310526149,-0.0288314518269736,0.029105738085416,-0.0140233583561957,-0.0275418896173001,-0.0182282898504273,-0.0148350413211013,-0.0074436321955334
40694,454244.5936119784,0.0707971352447464,0.0914269320018406,0.2673160541079118,0.1223792230883319,-0.0032569051343056,-0.0421198793087346,0.0850609757700371,0.1727659023311114,-0.016467715292734,0.0158935750629318,0.1477027068113245,0.0346246750972698,-0.0133162677611937,0.0090535460864423,0.0002965721725142
59316,402606.4431915649,-0.0603468310156782,0.0966026410315571,0.1767144083063801,-0.0297967595215306,0.601223077448596,0.0985066127567734,0.015677010591748,-0.0349432554160908,0.0263059179202406,0.0053099325109922,0.108976243319681,-0.0056954880767029,-0.0076145722645302,0.1686295362550633,0.0047571655697839
73650,115971.24193570466,0.070159383661799,0.0711384652653734,-0.0355416926163173,0.0825871227492547,-0.0219820552532672,0.1452683099237697,0.0454354172066114,0.0090879531293734,0.0781208843642254,0.0157770491932342,-0.0233309992356913,-0.0146035515835116,0.1052099598077351,-0.0121564690026516,-0.0051708904540761
114960,50052.029200282894,0.0777441505106694,0.0380066518215111,-0.0194919817170242,-0.0296619885016768,-0.0271820812174894,-0.0307191610805183,-0.0250785456940119,-0.0218719200665279,-0.0264205269087823,-0.079208343924189,-0.0207624057617755,0.0227971838684875,-0.0146524222802881,-0.0171382632196062,-0.0057868124328577
141792,56960.52674518642,0.1024352882508408,0.0372881262154201,-0.0256656896796915,-0.0338017069589801,-0.0220143368360126,-0.0331274018075235,0.0004999717349723,-0.0183311763265078,0.0007844810806123,0.03032338803092,-0.0134557343564115,-0.0208310869276889,-0.0168781552298385,-0.0143440391978465,-0.0063635722883866
13496,108375.01897528797,-0.0544896626902913,-0.0782790184025013,0.0882000683599623,0.0690746214349908,-0.0189287718841261,-0.0176470899380469,0.0266792948768969,-0.0213796901229015,-0.0090631676328621,0.0099041743091655,0.0465342413400816,0.0151380968390091,-0.0112757411304109,0.0018852476454671,0.0890295480698888
137774,127404.49283874048,0.0777814493667081,0.06573371236336,-0.0209987029443329,-0.0024162406144847,-0.0271482935852999,0.1549318283248705,0.048089845964412,-0.0119151336028755,-0.009417306437261,0.0129999889365988,-0.0196357146897207,-0.0166541099447228,0.1081766535064248,-0.0137360249238993,0.001172753332687
100970,85727.8522703903,0.0468874849942467,-0.0995780799835927,0.1038488681506682,0.0211353495213461,-0.0245189140552425,0.0281868243086395,0.0142211954740098,-0.0294553764820843,-1.2077528171470557e-06,-0.0506387531344815,0.0286714657834315,0.0305788301825934,-0.0095888551029326,0.0027670400751471,0.0724138440591156
148370,117317.4799478446,-0.0834770860080666,0.0537738035666642,-0.014067839142038,0.1255178566943132,-0.017054109163352,0.1713354894128615,0.0372019750679013,-0.0306853040321545,-0.0100406370677032,0.0079394850240805,-0.020251356188299,-0.0242304876842518,0.1398384209906748,-0.0141039985654091,-0.005133453728659
72917,249948.49801875852,0.0508965858300764,-0.0850734243226739,0.1961088133638353,0.0762211986449298,0.0026511554833776,-0.0218731504768389,0.0698232409809066,0.04024855655424,0.0500063918535198,0.0049996896374505,0.0788842488610176,0.000150281934027,-0.0163267830694306,0.0106765184095769,0.1852353226378487
134920,65813.8875711307,0.0455035414651917,-0.1134180585960647,0.048608618235173,-0.016941686427946,0.0310451188246215,-0.0180139369980146,-0.0128482165163675,-0.0158698248737159,-0.0210064256409005,-0.0335129753677982,0.0181086414998222,0.0366121379811422,-0.0076620917082959,0.0887698006071758,-0.0148823626752478
79163,32645.933509630617,0.0572576373625759,-0.2505745495932301,-0.0719683046839469,0.089222230235067,-0.0300340349787318,-0.0222292684057301,0.0201104858302303,-0.0171903922854893,0.0050701824438652,0.0171506910151918,-0.0308090575128484,-0.0161128516952484,-0.0114766575878543,-0.0207459502618983,-0.013583942129742
53365,36830.14406317136,-0.0862067447936602,0.0295369303723326,-0.0318314597637013,0.0041311930028782,-0.0273679223655027,-0.0327041131506669,-0.0269977472254169,-0.0206736504574752,-0.0232044581853357,0.0173960106149215,-0.0198114449994866,-0.0107275276240851,-0.0174428650768655,-0.0176139589519557,-0.0080462614749954
139019,46378.75330384078,0.096203691334998,0.0347926471573564,-0.0300689850728246,-0.0373107605933922,-0.0247689584858971,-0.0333727955292096,-0.0291652406555707,-0.0230271669433919,-0.0227744264302432,0.0274945301221716,-0.0123110248742586,-0.0230875458536626,-0.018485538343494,-0.0149789776214147,-0.0063713937673177
56869,155100.76457985904,0.0523486328662493,-0.0428485119126551,0.0972880611647154,-0.0183702559439249,-0.0166099359123952,-0.0179598377988221,-0.0005257349761289,-0.0202637115550788,-0.0101173201024401,0.0149877679518574,0.0516037875685004,-0.0111065504551571,-0.0114044650477632,0.0005609219922049,0.1001440004574427
126904,41988.39087218295,-0.0860902581142199,0.0273668395118414,-0.0495693247243065,-0.032224529074271,-0.0285434771439785,0.0474762500182379,-0.0180078568803122,-0.0244857013773856,-0.03196176036495,-0.0646764127253527,-0.0298631390391837,-0.0203960281433191,0.0672128241131169,-0.0161621138392971,0.0026234775179839
131614,30557.206103993944,-0.0740908027508647,-0.1961657943352949,-0.052585241878401,-0.0276252298729892,-0.0333641484331839,-0.0214999713190731,-0.0137535648862139,-0.0130321509288661,-0.0162608439765827,0.0196790204241787,-0.0209188680713738,-0.0080295524496674,-0.0121473643081027,-0.0314675821110516,-0.0201013745449611
85885,42456.90027144816,-0.1102396928535965,0.0265769477151953,-0.0286653791035519,-0.0414003681129845,-0.0244202244049014,-0.0326240494887347,-0.0255317830967187,-0.0204571804114161,-0.0279382568437326,0.0293827572567118,-0.0142524605165066,-0.0265557397466819,-0.018101190815437,-0.0150198467766397,-0.0074805982320547
